dataPlatform,schema,dataset,class,field,sqlDataType,sourceDataType,sourceEntityType,sourceNullable,columnSize,definedBy,ordinalPosition,pk,pii,classification,encodingType,idx,V11
CRM_SQLITE,main,ACTIVITY,ACTIVITY,ACTIVITY_DATE,12,DATETIME,Column,TRUE,2000000000,STRING,3,,,,,,
CRM_SQLITE,main,ACTIVITY,ACTIVITY,ACTIVITY_ID,6,NUMERIC,Column,FALSE,2000000000,REAL,2,true,,,,,
CRM_SQLITE,main,ACTIVITY,ACTIVITY,ACTIVITY_NOTE,12,VARCHAR,Column,TRUE,2000,STRING,4,,true,NOTES,,,
CRM_SQLITE,main,ACTIVITY,ACTIVITY,CUSTOMER_ID,6,NUMERIC,Column,TRUE,2000000000,REAL,1,,,,,,
CRM_SQLITE,main,ACTIVITY_NEW,ACTIVITY_NEW,activity_id,12,,Column,TRUE,2000000000,STRING,1,true,,,,,
CRM_SQLITE,main,ACTIVITY_NEW,ACTIVITY_NEW,customer_id,12,,Column,TRUE,2000000000,STRING,2,,,,,,
CRM_SQLITE,main,ACTIVITY_NEW,ACTIVITY_NEW,rank,12,,Column,TRUE,2000000000,STRING,3,,,,,,
CRM_SQLITE,main,ADDRESS,ADDRESS,ADDRESS_ID,6,NUMERIC,Column,FALSE,2000000000,REAL,2,true,true,ADDRESS,,,
CRM_SQLITE,main,ADDRESS,ADDRESS,CITY,12,VARCHAR,Column,TRUE,200,STRING,5,,true,CITY,,,
CRM_SQLITE,main,ADDRESS,ADDRESS,COUNTRY,12,VARCHAR,Column,TRUE,200,STRING,8,,true,COUNTRY,,,
CRM_SQLITE,main,ADDRESS,ADDRESS,CUSTOMER_ID,6,NUMERIC,Column,TRUE,2000000000,REAL,1,,,,,,
CRM_SQLITE,main,ADDRESS,ADDRESS,STATE,12,VARCHAR,Column,TRUE,200,STRING,7,,true,STATE,,,
CRM_SQLITE,main,ADDRESS,ADDRESS,STREET_ADDRESS_1,12,VARCHAR,Column,TRUE,200,STRING,3,,true,STREET,,,
CRM_SQLITE,main,ADDRESS,ADDRESS,STREET_ADDRESS_2,12,VARCHAR,Column,TRUE,200,STRING,4,,true,STREET,,,
CRM_SQLITE,main,ADDRESS,ADDRESS,ZIP,12,VARCHAR,Column,TRUE,200,STRING,6,,true,POSTAL_CODE,,,
CRM_SQLITE,main,BALANCE,BALANCE,AVAILABLE_AMOUNT,6,NUM,Column,TRUE,2000000000,REAL,4,,,,,,
CRM_SQLITE,main,BALANCE,BALANCE,BALANCE_ID,6,NUM,Column,TRUE,2000000000,REAL,2,,,,,,
CRM_SQLITE,main,BALANCE,BALANCE,BALANCE_REF_ID,6,NUM,Column,TRUE,2000000000,REAL,3,,,,,,
CRM_SQLITE,main,BALANCE,BALANCE,RESET_AMOUNT,6,NUM,Column,TRUE,2000000000,REAL,5,,,,,,
CRM_SQLITE,main,BALANCE,BALANCE,RESET_DATE,6,NUM,Column,TRUE,2000000000,REAL,6,,,,,,
CRM_SQLITE,main,BALANCE,BALANCE,SUBSCRIBER_ID,6,NUM,Column,TRUE,2000000000,REAL,1,,,,,,
CRM_SQLITE,main,BROADWAY_TEST,BROADWAY_TEST,FAMILY_NAME,12,TEXT,Column,TRUE,2000000000,STRING,2,,true,NAME,,,
CRM_SQLITE,main,BROADWAY_TEST,BROADWAY_TEST,NAME,12,TEXT,Column,TRUE,2000000000,STRING,1,,true,NAME,,,
CRM_SQLITE,main,CASES,CASES,ACTIVITY_ID,6,NUMERIC,Column,TRUE,2000000000,REAL,1,,,,,,
CRM_SQLITE,main,CASES,CASES,CASE_DATE,12,DATETIME,Column,TRUE,2000000000,STRING,3,,,,,,
CRM_SQLITE,main,CASES,CASES,CASE_ID,6,NUMERIC,Column,FALSE,2000000000,REAL,2,true,,,,,
CRM_SQLITE,main,CASES,CASES,CASE_TYPE,12,VARCHAR,Column,TRUE,200,STRING,4,,,,,,
CRM_SQLITE,main,CASES,CASES,STATUS,12,VARCHAR,Column,TRUE,200,STRING,5,,,,,,
CRM_SQLITE,main,CASE_NOTE,CASE_NOTE,CASE_ID,6,NUMERIC,Column,TRUE,2000000000,REAL,1,,,,,,
CRM_SQLITE,main,CASE_NOTE,CASE_NOTE,NOTE_DATE,12,DATETIME,Column,TRUE,2000000000,STRING,3,,,,,,
CRM_SQLITE,main,CASE_NOTE,CASE_NOTE,NOTE_ID,6,NUMERIC,Column,FALSE,2000000000,REAL,2,true,,,,,
CRM_SQLITE,main,CASE_NOTE,CASE_NOTE,NOTE_TEXT,12,VARCHAR,Column,TRUE,3000,STRING,4,,true,NOTES,,,
CRM_SQLITE,main,CONTRACT,CONTRACT,ASSOCIATED_LINE,12,VARCHAR,Column,TRUE,200,STRING,4,,true,TELEPHONE_NUMBER,,,
CRM_SQLITE,main,CONTRACT,CONTRACT,ASSOCIATED_LINE_FMT,12,VARCHAR,Column,TRUE,200,STRING,8,,true,TELEPHONE_NUMBER,,,
CRM_SQLITE,main,CONTRACT,CONTRACT,CONTRACT_DESCRIPTION,12,VARCHAR,Column,TRUE,200,STRING,5,,,,,,
CRM_SQLITE,main,CONTRACT,CONTRACT,CONTRACT_ID,6,NUMERIC,Column,FALSE,2000000000,REAL,2,true,,,,,
CRM_SQLITE,main,CONTRACT,CONTRACT,CONTRACT_REF_ID,6,NUMERIC,Column,TRUE,2000000000,REAL,3,,,,,,
CRM_SQLITE,main,CONTRACT,CONTRACT,CUSTOMER_ID,6,NUMERIC,Column,TRUE,2000000000,REAL,1,,,,,,
CRM_SQLITE,main,CONTRACT,CONTRACT,FROM_DATE,12,DATETIME,Column,TRUE,2000000000,STRING,6,,,,,,
CRM_SQLITE,main,CONTRACT,CONTRACT,TO_DATE,12,DATETIME,Column,TRUE,2000000000,STRING,7,,,,,,
CRM_SQLITE,main,CUSTOMER,CUSTOMER,CUSTOMER_ID,6,NUMERIC,Column,FALSE,2000000000,REAL,1,true,,,,,
CRM_SQLITE,main,CUSTOMER,CUSTOMER,FIRST_NAME,12,VARCHAR,Column,TRUE,200,STRING,3,,true,FIRST_NAME,,,
CRM_SQLITE,main,CUSTOMER,CUSTOMER,LAST_NAME,12,VARCHAR,Column,TRUE,200,STRING,4,,true,LAST_NAME,,,
CRM_SQLITE,main,CUSTOMER,CUSTOMER,SSN,12,VARCHAR,Column,TRUE,20,STRING,2,,true,SOCIAL_SECURITY_NUMBER,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,AAC,6,NUM,Column,TRUE,2000000000,REAL,139,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,ALLOCATIONDATE,6,NUM,Column,TRUE,2000000000,REAL,22,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,AMR,6,NUM,Column,TRUE,2000000000,REAL,137,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,BRANDMODEL,12,TEXT,Column,TRUE,2000000000,STRING,2,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,BRANDNAME,12,TEXT,Column,TRUE,2000000000,STRING,6,,true,NAME,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,BROWSER_ME,12,TEXT,Column,TRUE,2000000000,STRING,68,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,BROWSER_RENDERING_ENGINE,12,TEXT,Column,TRUE,2000000000,STRING,70,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,BROWSER_VERSION,12,TEXT,Column,TRUE,2000000000,STRING,69,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,CAMERA,6,NUM,Column,TRUE,2000000000,REAL,37,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,CHIPBLUETOOTH,12,TEXT,Column,TRUE,2000000000,STRING,10,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,CHIPNFC,12,TEXT,Column,TRUE,2000000000,STRING,9,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,CHIPSET,12,TEXT,Column,TRUE,2000000000,STRING,46,,true,DRIVER_LICENSE,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,CHIPSETMODEL,12,TEXT,Column,TRUE,2000000000,STRING,47,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,CHIPSETVENDOR,12,TEXT,Column,TRUE,2000000000,STRING,45,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,CHIPWLAN,12,TEXT,Column,TRUE,2000000000,STRING,11,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,COOKIE,6,NUM,Column,TRUE,2000000000,REAL,84,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,COUNTRYCODE,6,NUM,Column,TRUE,2000000000,REAL,23,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,CPU,12,TEXT,Column,TRUE,2000000000,STRING,48,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,CPU_CORES,12,TEXT,Column,TRUE,2000000000,STRING,49,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,CPU_MAXIMUM_FREQUENCY,12,TEXT,Column,TRUE,2000000000,STRING,50,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,CSD,6,NUM,Column,TRUE,2000000000,REAL,99,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,CSS_ANIMATIONS,6,NUM,Column,TRUE,2000000000,REAL,117,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,CSS_COLUMNS,6,NUM,Column,TRUE,2000000000,REAL,118,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,CSS_TRANSFORMS,6,NUM,Column,TRUE,2000000000,REAL,119,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,CSS_TRANSITIONS,6,NUM,Column,TRUE,2000000000,REAL,120,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,DEVICEATLASID,12,TEXT,Column,TRUE,2000000000,STRING,17,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,DEVICEPIXELRATIO,6,NUM,Column,TRUE,2000000000,REAL,34,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,DEVICETYPE,12,TEXT,Column,TRUE,2000000000,STRING,12,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,DIAGOLSCREENSIZE,6,NUM,Column,TRUE,2000000000,REAL,32,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,DISPLAYPPI,6,NUM,Column,TRUE,2000000000,REAL,33,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,EDGE,6,NUM,Column,TRUE,2000000000,REAL,102,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,EXPANDABLE_STORAGE,6,NUM,Column,TRUE,2000000000,REAL,55,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,FIXEDCODE,12,TEXT,Column,TRUE,2000000000,STRING,24,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,FLASH_CAPABLE,6,NUM,Column,TRUE,2000000000,REAL,89,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,FREQUENCIES_BAND,12,TEXT,Column,TRUE,2000000000,STRING,4,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,GPRS,6,NUM,Column,TRUE,2000000000,REAL,101,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,GPU,12,TEXT,Column,TRUE,2000000000,STRING,51,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,HARDWARETYPE,12,TEXT,Column,TRUE,2000000000,STRING,28,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,HSCSD,6,NUM,Column,TRUE,2000000000,REAL,100,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,HSDPA,6,NUM,Column,TRUE,2000000000,REAL,103,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,HSPA,6,NUM,Column,TRUE,2000000000,REAL,105,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,HTML_AUDIO,6,NUM,Column,TRUE,2000000000,REAL,112,,true,AUDIO,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,HTML_CANVAS,6,NUM,Column,TRUE,2000000000,REAL,113,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,HTML_INLINE_SVG,6,NUM,Column,TRUE,2000000000,REAL,114,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,HTML_SVG,6,NUM,Column,TRUE,2000000000,REAL,115,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,HTML_VIDEO,6,NUM,Column,TRUE,2000000000,REAL,116,,true,VIDEO,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,HTTPS,6,NUM,Column,TRUE,2000000000,REAL,85,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,IMAGE__GIF87,6,NUM,Column,TRUE,2000000000,REAL,77,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,IMAGE__GIF89A,6,NUM,Column,TRUE,2000000000,REAL,78,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,IMAGE__JPG,6,NUM,Column,TRUE,2000000000,REAL,79,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,IMAGE__PNG,6,NUM,Column,TRUE,2000000000,REAL,80,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,INTERLMODEL,12,TEXT,Column,TRUE,2000000000,STRING,21,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,INTERL_STORAGE_CAPACITY,12,TEXT,Column,TRUE,2000000000,STRING,54,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,ISEREADER,6,NUM,Column,TRUE,2000000000,REAL,40,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,ISGAMESCONSOLE,6,NUM,Column,TRUE,2000000000,REAL,41,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,ISMEDIAPLAYER,6,NUM,Column,TRUE,2000000000,REAL,44,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,ISMOBILEPHONE,6,NUM,Column,TRUE,2000000000,REAL,38,,true,TELEPHONE_NUMBER,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,ISSETTUPBOX,6,NUM,Column,TRUE,2000000000,REAL,43,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,ISTABLET,6,NUM,Column,TRUE,2000000000,REAL,39,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,ISTV,6,NUM,Column,TRUE,2000000000,REAL,42,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,JS_APPLICATION_CACHE,6,NUM,Column,TRUE,2000000000,REAL,121,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,JS_DEVICE_MOTION,6,NUM,Column,TRUE,2000000000,REAL,131,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,JS_DEVICE_ORIENTATION,6,NUM,Column,TRUE,2000000000,REAL,130,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,JS_GEO_LOCATION,6,NUM,Column,TRUE,2000000000,REAL,122,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,JS_INDEXEDDB,6,NUM,Column,TRUE,2000000000,REAL,123,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,JS_JSON,6,NUM,Column,TRUE,2000000000,REAL,97,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,JS_LOCAL_STORAGE,6,NUM,Column,TRUE,2000000000,REAL,124,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,JS_MODIFY_CSS,6,NUM,Column,TRUE,2000000000,REAL,92,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,JS_MODIFY_DOM,6,NUM,Column,TRUE,2000000000,REAL,91,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,JS_QUERY_SELECTOR,6,NUM,Column,TRUE,2000000000,REAL,133,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,JS_SESSION_STORAGE,6,NUM,Column,TRUE,2000000000,REAL,125,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,JS_SUPPORT_BASIC_JAVA_SCRIPT,6,NUM,Column,TRUE,2000000000,REAL,90,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,JS_SUPPORT_CONSOLE_LOG,6,NUM,Column,TRUE,2000000000,REAL,96,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,JS_SUPPORT_EVENTS,6,NUM,Column,TRUE,2000000000,REAL,93,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,JS_SUPPORT_EVENT_LISTENER,6,NUM,Column,TRUE,2000000000,REAL,94,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,JS_TOUCH_EVENTS,6,NUM,Column,TRUE,2000000000,REAL,132,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,JS_WEB_GL,6,NUM,Column,TRUE,2000000000,REAL,126,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,JS_WEB_SOCKETS,6,NUM,Column,TRUE,2000000000,REAL,127,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,JS_WEB_SQL_DATABASE,6,NUM,Column,TRUE,2000000000,REAL,128,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,JS_WEB_WORKERS,6,NUM,Column,TRUE,2000000000,REAL,129,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,JS_XHR,6,NUM,Column,TRUE,2000000000,REAL,95,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,LTE,6,NUM,Column,TRUE,2000000000,REAL,106,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,LTE_ADVANCED,6,NUM,Column,TRUE,2000000000,REAL,108,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,LTE_CATEGORY,6,NUM,Column,TRUE,2000000000,REAL,107,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,MANUFACTURER,12,TEXT,Column,TRUE,2000000000,STRING,3,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,MANUFACTURERCODE,12,TEXT,Column,TRUE,2000000000,STRING,25,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,MARKUP_WML1,6,NUM,Column,TRUE,2000000000,REAL,75,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,MARKUP_XHTML_BASIC_1V0,6,NUM,Column,TRUE,2000000000,REAL,71,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,MARKUP_XHTML_MP_1V0,6,NUM,Column,TRUE,2000000000,REAL,72,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,MARKUP_XHTML_MP_1V1,6,NUM,Column,TRUE,2000000000,REAL,73,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,MARKUP_XHTML_MP_1V2,6,NUM,Column,TRUE,2000000000,REAL,74,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,MEMORY_LIMIT_DOWNLOAD,6,NUM,Column,TRUE,2000000000,REAL,88,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,MEMORY_LIMIT_EMBEDDED_MEDIA,6,NUM,Column,TRUE,2000000000,REAL,87,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,MEMORY_LIMIT_MARKUP,6,NUM,Column,TRUE,2000000000,REAL,86,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,MIDI_MONOPHONIC,6,NUM,Column,TRUE,2000000000,REAL,135,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,MIDI_POLYPHONIC,6,NUM,Column,TRUE,2000000000,REAL,136,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,MOBILE_DEVICE,6,NUM,Column,TRUE,2000000000,REAL,27,,true,TELEPHONE_NUMBER,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,MODELNAME,12,TEXT,Column,TRUE,2000000000,STRING,7,,true,MIDDLE_NAME,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,MP3,6,NUM,Column,TRUE,2000000000,REAL,138,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,NFC,6,NUM,Column,TRUE,2000000000,REAL,36,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,NONREMOVABLEEUICC,12,TEXT,Column,TRUE,2000000000,STRING,16,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,NONREMOVABLEUICC,12,TEXT,Column,TRUE,2000000000,STRING,15,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,OS,12,TEXT,Column,TRUE,2000000000,STRING,8,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,OS_ANDROID,6,NUM,Column,TRUE,2000000000,REAL,59,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,OS_BADA,6,NUM,Column,TRUE,2000000000,REAL,60,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,OS_IOS,6,NUM,Column,TRUE,2000000000,REAL,61,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,OS_ME,12,TEXT,Column,TRUE,2000000000,STRING,57,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,OS_RIM,6,NUM,Column,TRUE,2000000000,REAL,62,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,OS_SYMBIAN,6,NUM,Column,TRUE,2000000000,REAL,63,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,OS_VERSION,12,TEXT,Column,TRUE,2000000000,STRING,58,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,OS_WEB_OS,6,NUM,Column,TRUE,2000000000,REAL,67,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,OS_WINDOWS_MOBILE,6,NUM,Column,TRUE,2000000000,REAL,64,,true,TELEPHONE_NUMBER,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,OS_WINDOWS_PHONE,6,NUM,Column,TRUE,2000000000,REAL,65,,true,TELEPHONE_NUMBER,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,OS_WINDOWS_RT,6,NUM,Column,TRUE,2000000000,REAL,66,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,RADIOINTERFACE,12,TEXT,Column,TRUE,2000000000,STRING,5,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,REMOVABLEEUICC,12,TEXT,Column,TRUE,2000000000,STRING,14,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,REMOVABLEUICC,12,TEXT,Column,TRUE,2000000000,STRING,13,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,SCREENCOLORDEPTH,6,NUM,Column,TRUE,2000000000,REAL,35,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,SCREENHEIGHT,6,NUM,Column,TRUE,2000000000,REAL,31,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,SCREENWIDTH,6,NUM,Column,TRUE,2000000000,REAL,30,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,SIM_SIZE,12,TEXT,Column,TRUE,2000000000,STRING,53,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,SIM_SLOTS,6,NUM,Column,TRUE,2000000000,REAL,52,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,STANDARDISEDFULL,12,TEXT,Column,TRUE,2000000000,STRING,18,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,STANDARDISEDMARKETING,12,TEXT,Column,TRUE,2000000000,STRING,20,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,STANDARDISED_DEVICE_MODEL,12,TEXT,Column,TRUE,2000000000,STRING,19,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,SUPPORTS_CLIENT_SIDE,6,NUM,Column,TRUE,2000000000,REAL,98,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,TAC,6,NUM,Column,TRUE,2000000000,REAL,1,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,TOTAL_RAM,12,TEXT,Column,TRUE,2000000000,STRING,56,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,TOUCHSCREEN,6,NUM,Column,TRUE,2000000000,REAL,29,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,UMTS,6,NUM,Column,TRUE,2000000000,REAL,104,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,URI_SCHEME_SMS,6,NUM,Column,TRUE,2000000000,REAL,82,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,URI_SCHEME_SMS_TO,6,NUM,Column,TRUE,2000000000,REAL,83,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,URI_SCHEME_TEL,6,NUM,Column,TRUE,2000000000,REAL,81,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,VCARD_DOWNLOAD,6,NUM,Column,TRUE,2000000000,REAL,76,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,VOLTE,6,NUM,Column,TRUE,2000000000,REAL,109,,,,,,
CRM_SQLITE,main,DEVICESTABLE2017,DEVICESTABLE2017,VOWIFI,6,NUM,Column,TRUE,2000000000,REAL,111,,,,,,
